,buildingId,lotId,price,latLong,minBeds,minBaths,minArea,imgSrc,hasImage,plid,isFeaturedListing,unitCount,buildingName,isBuilding,address,variableData,badgeInfo,statusType,statusText,listingType,isFavorite,detailUrl,has3DModel,hasAdditionalAttributions,canSaveBuilding,zpid,priceLabel,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,visited,hdpData,pgapt,sgapt,hasVideo,isHomeRec,availabilityDate,streetViewMetadataURL,streetViewURL
29,,,"$1,650/mo","{'latitude': 32.94296, 'longitude': -96.76385}",,,,https://photos.zillowstatic.com/fp/77ba981310539bb84ca57247a46bebf9-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '3 hours ago', 'data': {'isFresh': True}}",,FOR_RENT,Apartment for rent,,False,/homedetails/891-Dublin-Dr-APT-A-Richardson-TX-75080/2097752386_zpid/,False,False,,2097752386,$1.6K,1.0,1.5,922.0,False,False,False,"{'homeInfo': {'zpid': 2097752386, 'zipcode': '75080', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.94296, 'longitude': -96.76385, 'price': 1650.0, 'bathrooms': 1.5, 'bedrooms': 1.0, 'livingArea': 922.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1394, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1650.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt A', 'lotAreaValue': 9.809986225895317, 'lotAreaUnit': 'acres'}}",ForRent,For Rent,False,False,2022-11-01 00:00:00,,
30,,,"$3,600/mo","{'latitude': 33.003174, 'longitude': -96.638565}",,,,https://photos.zillowstatic.com/fp/33d80f7ca303d9a97b60bb83f9389aab-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '12 hours ago', 'data': {'isFresh': True}}",,FOR_RENT,House for rent,,False,/homedetails/3704-Big-Sky-Ct-Richardson-TX-75082/55701533_zpid/,False,False,,55701533,$3.6K,5.0,4.0,3826.0,False,False,False,"{'homeInfo': {'zpid': 55701533, 'zipcode': '75082', 'city': 'Richardson', 'state': 'TX', 'latitude': 33.003174, 'longitude': -96.638565, 'price': 3600.0, 'bathrooms': 4.0, 'bedrooms': 5.0, 'livingArea': 3826.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 675000, 'rentZestimate': 3996, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3600.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 409993.0}}",ForRent,For Rent,False,False,,,
31,,,"$2,500/mo","{'latitude': 32.980473, 'longitude': -96.76317}",,,,https://photos.zillowstatic.com/fp/d7c119dc81487957c058eb562aa5a651-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '2 days ago', 'data': {'isFresh': False}}",,FOR_RENT,Townhouse for rent,,False,/homedetails/1206-Emerald-Glen-Trl-Richardson-TX-75080/80242407_zpid/,False,False,,80242407,$2.5K,2.0,2.5,1650.0,False,False,False,"{'homeInfo': {'zpid': 80242407, 'zipcode': '75080', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.980473, 'longitude': -96.76317, 'price': 2500.0, 'datePriceChanged': 1663052400000, 'bathrooms': 2.5, 'bedrooms': 2.0, 'livingArea': 1650.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 371800, 'rentZestimate': 2300, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2500.0, 'priceChange': 200, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 285520.0, 'lotAreaValue': 1930.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-10-15 00:00:00,,
32,,,"$7,995/mo","{'latitude': 32.986748, 'longitude': -96.681526}",,,,https://photos.zillowstatic.com/fp/715c32ee9a5802ff80b110b1793f76ba-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '6 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/2205-Red-Oak-Ln-Richardson-TX-75082/26599872_zpid/,False,False,,26599872,$8.0K,4.0,2.0,2072.0,False,False,False,"{'homeInfo': {'zpid': 26599872, 'zipcode': '75082', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.986748, 'longitude': -96.681526, 'price': 7995.0, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 2072.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 475500, 'rentZestimate': 2350, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 7995.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 319624.0, 'lotAreaValue': 9583.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-09 00:00:00,,
33,,,"$3,300/mo","{'latitude': 32.98679, 'longitude': -96.61692}",,,,https://photos.zillowstatic.com/fp/661e5ce44ef6cc1f5755dca5543cab07-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '14 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/5704-Sweetbriar-Dr-Richardson-TX-75082/53121620_zpid/,False,False,,53121620,$3.3K,3.0,2.0,2272.0,False,False,False,"{'homeInfo': {'zpid': 53121620, 'zipcode': '75082', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.98679, 'longitude': -96.61692, 'price': 3300.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 2272.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 496700, 'rentZestimate': 2635, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3300.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 310496.0, 'lotAreaValue': 8712.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-10-01 00:00:00,,
34,,,"$2,500/mo","{'latitude': 32.988853, 'longitude': -96.7253}",,,,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=32.988853454589844,-96.72530364990234&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=itcBPvLv2w7jrpcawAdusIGE6ec=",,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '3 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/2609-Forest-Grove-Dr-Richardson-TX-75080/249768502_zpid/,False,False,,249768502,$2.5K,2.0,2.0,1906.0,False,False,False,"{'homeInfo': {'zpid': 249768502, 'zipcode': '75080', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.988853, 'longitude': -96.7253, 'price': 2500.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1906.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 355500, 'rentZestimate': 1922, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 194000.0}}",ForRent,For Rent,False,False,2022-10-01 00:00:00,"https://maps.googleapis.com/maps/api/streetview/metadata?location=32.988853454589844,-96.72530364990234&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=bbDjtNY5WURwx7yluhIunUi-CwU=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.988853454589844,-96.72530364990234&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=HLU_FoK65dnSWbtFquKSYN9eNUk="
35,,,"$1,200/mo","{'latitude': 32.941128, 'longitude': -96.75137}",,,,https://photos.zillowstatic.com/fp/527737829414a1a3ea33903b375b836d-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '9 days ago', 'data': {'isFresh': False}}",,FOR_RENT,Apartment for rent,,False,/homedetails/919-S-Weatherred-Dr-APT-220-Richardson-TX-75080/2079594159_zpid/,False,False,,2079594159,$1.2K,2.0,2.0,987.0,False,False,False,"{'homeInfo': {'zpid': 2079594159, 'zipcode': '75080', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.941128, 'longitude': -96.75137, 'price': 1200.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 987.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1495, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1200.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 220'}}",ForRent,For Rent,False,False,,,
36,,,"$2,200/mo","{'latitude': 32.94357, 'longitude': -96.715}",,,,https://photos.zillowstatic.com/fp/01cdc85a7ebe54a2ddf128b116bae699-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '7 days ago', 'data': {'isFresh': False}}",,FOR_RENT,Townhouse for rent,,False,/homedetails/351-Towne-House-Ln-Richardson-TX-75081/27179656_zpid/,False,False,,27179656,$2.2K,3.0,2.0,1623.0,False,False,False,"{'homeInfo': {'zpid': 27179656, 'zipcode': '75081', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.94357, 'longitude': -96.715, 'price': 2200.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1623.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 267700, 'rentZestimate': 2228, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2200.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 162300.0, 'lotAreaValue': 3910.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,,,
37,,,"$2,700/mo","{'latitude': 32.94678, 'longitude': -96.75179}",,,,https://photos.zillowstatic.com/fp/751609da0cb0a463981786caf2167e89-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '8 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/812-Nottingham-Dr-Richardson-TX-75080/27170532_zpid/,False,False,,27170532,$2.7K,3.0,2.0,1860.0,False,False,False,"{'homeInfo': {'zpid': 27170532, 'zipcode': '75080', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.94678, 'longitude': -96.75179, 'price': 2700.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1860.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 437500, 'rentZestimate': 2606, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2700.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 270300.0, 'lotAreaValue': 10800.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-11-01 00:00:00,,
38,,,"$3,200/mo","{'latitude': 32.985184, 'longitude': -96.644684}",,,,https://photos.zillowstatic.com/fp/66d285417153de811faf27e3322ac690-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '35 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/4112-Tabernash-Richardson-TX-75082/26664494_zpid/,False,False,,26664494,$3.2K,5.0,3.5,3639.0,False,False,False,"{'homeInfo': {'zpid': 26664494, 'zipcode': '75082', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.985184, 'longitude': -96.644684, 'price': 3200.0, 'datePriceChanged': 1663225200000, 'bathrooms': 3.5, 'bedrooms': 5.0, 'livingArea': 3639.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 637800, 'rentZestimate': 3770, 'listing_sub_type': {}, 'priceReduction': '$200 (Sep 15)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3200.0, 'priceChange': -200, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 432588.0, 'lotAreaValue': 9661.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,,,
39,,,"$2,500/mo","{'latitude': 32.96796, 'longitude': -96.74461}",,,,https://photos.zillowstatic.com/fp/8e211c560d637c01b64f8538c843535a-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '8 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/713-Terryland-Dr-Richardson-TX-75080/27172778_zpid/,False,False,,27172778,$2.5K,4.0,2.0,1603.0,False,False,False,"{'homeInfo': {'zpid': 27172778, 'zipcode': '75080', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.96796, 'longitude': -96.74461, 'price': 2500.0, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 1603.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 401800, 'rentZestimate': 2454, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 289350.0, 'lotAreaValue': 8015.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-10-01 00:00:00,,
40,,,"$2,300/mo","{'latitude': 32.93788, 'longitude': -96.71645}",,,,https://photos.zillowstatic.com/fp/039706944f28eb34abd048d321e0dc79-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '4 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/615-Woodway-Ln-Richardson-TX-75081/27176112_zpid/,False,False,,27176112,$2.3K,3.0,2.0,1618.0,False,False,False,"{'homeInfo': {'zpid': 27176112, 'zipcode': '75081', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.93788, 'longitude': -96.71645, 'price': 2300.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1618.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 353100, 'rentZestimate': 2178, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2300.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 225000.0, 'lotAreaValue': 5445.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-08-25 00:00:00,,
41,,,"$2,500/mo","{'latitude': 32.942963, 'longitude': -96.68557}",,,,https://photos.zillowstatic.com/fp/b7adccf8d15032de0e49c45d6c7bf93c-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '17 days ago', 'data': {'isFresh': False}}",,FOR_RENT,Townhouse for rent,,False,/homedetails/2112-Trellis-Pl-Richardson-TX-75081/2061751964_zpid/,False,False,,2061751964,$2.5K,3.0,2.0,2000.0,False,False,False,"{'homeInfo': {'zpid': 2061751964, 'zipcode': '75081', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.942963, 'longitude': -96.68557, 'price': 2500.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 2000.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA'}}",ForRent,For Rent,False,False,2022-08-16 00:00:00,,
42,,,"$2,500/mo","{'latitude': 32.94698, 'longitude': -96.75044}",,,,https://photos.zillowstatic.com/fp/b03d9d37a066ba50720ffadc9b0ae5dc-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '10 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/803-Dumont-Dr-Richardson-TX-75080/27170520_zpid/,False,False,,27170520,$2.5K,3.0,2.0,1599.0,False,False,False,"{'homeInfo': {'zpid': 27170520, 'zipcode': '75080', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.94698, 'longitude': -96.75044, 'price': 2500.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1599.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 404700, 'rentZestimate': 2496, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 270000.0, 'lotAreaValue': 10105.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-10-01 00:00:00,,
43,,,"$2,200/mo","{'latitude': 33.00113, 'longitude': -96.70031}",,,,https://photos.zillowstatic.com/fp/36862fb462b2af3b1ac510fd0911e449-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '29 days ago', 'data': {'isFresh': False}}",,FOR_RENT,Apartment for rent,,False,/homedetails/1250-State-St-APT-2412-Richardson-TX-75082/2061873495_zpid/,False,False,,2061873495,$2.2K,2.0,2.0,1251.0,False,False,False,"{'homeInfo': {'zpid': 2061873495, 'zipcode': '75082', 'city': 'Richardson', 'state': 'TX', 'latitude': 33.00113, 'longitude': -96.70031, 'price': 2200.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1251.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2200.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 2412'}}",ForRent,For Rent,False,False,2022-08-31 00:00:00,,
44,,,"$3,400/mo","{'latitude': 32.97048, 'longitude': -96.74533}",,,,https://photos.zillowstatic.com/fp/e6f44726e369a54dd0ef13c3cb489759-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '30 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/723-Melrose-Dr-Richardson-TX-75080/27172869_zpid/,False,False,,27172869,$3.4K,5.0,2.0,1956.0,False,False,False,"{'homeInfo': {'zpid': 27172869, 'zipcode': '75080', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.97048, 'longitude': -96.74533, 'price': 3400.0, 'datePriceChanged': 1663225200000, 'bathrooms': 2.0, 'bedrooms': 5.0, 'livingArea': 1956.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 408100, 'rentZestimate': 2600, 'listing_sub_type': {}, 'priceReduction': '$200 (Sep 15)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3400.0, 'priceChange': -200, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 231420.0, 'lotAreaValue': 7680.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-05 00:00:00,,
45,,,"$2,995/mo","{'latitude': 32.9881, 'longitude': -96.64564}",,,,https://photos.zillowstatic.com/fp/e75876a363cd33fdeaab56dc6ee5efab-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '13 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/4029-Greenfield-Dr-Richardson-TX-75082/53113143_zpid/,False,False,,53113143,$3.0K,5.0,3.0,3144.0,False,False,False,"{'homeInfo': {'zpid': 53113143, 'zipcode': '75082', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.9881, 'longitude': -96.64564, 'price': 2995.0, 'bathrooms': 3.0, 'bedrooms': 5.0, 'livingArea': 3144.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 552100, 'rentZestimate': 3399, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2995.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 374653.0}}",ForRent,For Rent,False,False,2022-09-02 00:00:00,,
46,,,"$1,795/mo","{'latitude': 32.955956, 'longitude': -96.72605}",,,,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=32.955955505371094,-96.7260513305664&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=d6gjPUUdP3x_YC4QF7nsRaNInsQ=",,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '11 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/309-Edgehill-Blvd-Richardson-TX-75081/27166410_zpid/,False,False,,27166410,$1.8K,2.0,1.0,960.0,False,False,False,"{'homeInfo': {'zpid': 27166410, 'zipcode': '75081', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.955956, 'longitude': -96.72605, 'price': 1795.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 960.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 260100, 'rentZestimate': 1662, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1795.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 117850.0, 'lotAreaValue': 0.3133608815426997, 'lotAreaUnit': 'acres'}}",ForRent,For Rent,False,False,2022-09-04 00:00:00,"https://maps.googleapis.com/maps/api/streetview/metadata?location=32.955955505371094,-96.7260513305664&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=efmgiTlw1NWOaLaj1mbSyiub2d0=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.955955505371094,-96.7260513305664&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=L3J1F_Kb3l3x2PUzx6IVZjSeRsU="
47,,,"$1,600/mo","{'latitude': 32.943066, 'longitude': -96.68317}",,,,https://photos.zillowstatic.com/fp/7044dd4d3cf78c1dd6f0d037b32138dd-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '26 days ago', 'data': {'isFresh': False}}",,FOR_RENT,Apartment for rent,,False,/homedetails/2301-Trellis-Pl-Richardson-TX-75081/2093230200_zpid/,False,False,,2093230200,$1.6K,2.0,2.0,1156.0,False,False,False,"{'homeInfo': {'zpid': 2093230200, 'zipcode': '75081', 'city': 'Richardson', 'state': 'TX', 'latitude': 32.943066, 'longitude': -96.68317, 'price': 1600.0, 'datePriceChanged': 1662447600000, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1156.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1594, 'listing_sub_type': {}, 'priceReduction': '$50 (Sep 6)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1600.0, 'priceChange': -50, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA'}}",ForRent,For Rent,False,False,2022-08-22 00:00:00,,
